1128849408,1128849668,1128849444,1128849646
1569742849,1569742547,1569742836,1569742854
5275174995,5275174994
2460262403,2460262404,2460262423
2460262404,2460262403,2459610669,2460262423
1569742854,1569742576,1569742849,1569742899
1128849415,1128849544,1128849601,1128849479
1128849417,1128849545,1128849602,1128849711
617627659,1499967724
1569742860,1569742944
597673467,3931719977,597673468,3931719982
1128849422,1128849713,1128849603,1128849607
1403944975,1403945020
3938115600,3712250800,3900168568,3712250818
1129832465,1129833112,132075283,1970749246
617627666,1221964515,1503188589,132083111
597663747,3465993973,597663748,1673181117,1128457757
1503068182,1503068144,1503068126,1503068278,1503068263
2460262423,2460262403,2460262404,2460262431
1128849412,1129832548,1129832510,1129832902
3429063013,1130256946,3429063014,3429063039
617627675,1503463632,1502252787,1503459110
2460262431,2460262435,2460262339,2460262423
1572495392,1572495258,1572495348,1572495438
4885375664,3426890140,3428272091,3925246404,3925246398,3937218868
1129832482,1129833070
2460262435,2460262431,1128457398,2460262399
1569742884,1569742961,1569743037,1569742758,1504556589
1129832454,1129832648,1129833032,1129832533,1129832553
1129832486,1129832523
1569742887,1569743035
1128849448,1997792680,1128849475,1128849420
1569742889,1569742976,1569743081,1569742836
1128849450,1128849650,1128849479,1128849623
617627691,3438791641,617627690,3438791630
1503068204,1503068178
3189571629,3189571626
1128849454,1128849529,1128849491,1128849611
1122866138,1122865447,1122865991,1122865943
1129832497,1129833002,1129832779,1129832525,1129832515
1569742899,1569742643,1569742908,1569742854
1572495413,1572495354,1572495589,1572495310
1129832502,1129832425,1128849692,1129832924
1128849463,1128849625,1128849630,1128849406
617627704,3401454886,3401454885,1324098742
1129832505,3426420424,3834400459,3426420455
1128849466,1128849559,597673444,597673383
617627707,1127310564,212851707,3054250172
1569742908,1569742899,1569742661,1569742941
3186827325,3186827323
1129832510,1128849515,1128849412,1129832965
1129832511,1129832865,1129832494,1129832921
1129832512,1129832555,1129832405,1129833111
1407398491,1407398489,1407398477,1407398510
1128849475,1128849448,132086994,1128849477
1122495700,1122495296,1122496057,1122495199
1128849477,1128849648,1128849577,1128849475
1129832518,2045087906,1129832890,1129833175
1128849479,1128849528,1128849450,1128849415
1403945032,1403945003,1403945084,1403945062
1128849420,1128849448,1128849738,1991431412
1128849483,1129832744,1129832377,1129832962,1129833002
1128849484,597673410,1128849691,1128849604
1129832525,1129832540,1129832497,1129833188,1124355071
1128849486,1128849514,1128849543,3948639358,3983498663
1499967501,211558018,1499967508,1221964490
1128849488,1128849577,1128849668,1128849444
1129832529,1129833194,1129832965,1129832894,1129832901
1128849490,1128849514,1128849515,1128849607
1128849491,597673410,1128849454,132086991
1128849493,1128849520,1128849714,1128849669
1569742934,1569743064,1569743037,1569742758,1569742879
1122495161,1122494921,1122866139,1122495509,1122865621
1129832536,1129833113,1129833011,1129833089
1128849498,1128849691,1128849604,1128849630,1128849406
1128849499,1128849514,1128849543
1128849500,1129833168,1129832994,1129832987
1569742941,1569742908,1569742668,1569742966
4498019685,5175934608,4498021211,4498021207
1569742944,1569742860,1569742802,1569743092,1569743034
1129832464,1129832520,1129832404,1129832589,1129832662
1129832546,1129832824,1129832777,1129832986,1129833115
1128849507,2011378192,1128849514,1128849603,1128849690
1129832548,1129832699,1128849412,1129832965
1504556390,1504556400,1504556433,1504556378
1572495462,1572495616,1572495281,1572495495
1503068263,4087987961,1503068178,1503068300,1503068182
1572495464,1572495499,1572495630,1572495615
1129832553,1129832960,1129833066,1129832515,1129832454
1128849514,1128849499,1128849490,1128849507,1128849486
1128849515,1129833144,1128849490,1129832510
5296263815,5296263751
5296160877,5296160875,1132218708,5296160861
1572495470,1572495340,1572495438
1503066813,1503066874,3495443694
1128849520,1128849673,1128849547,1128849493
1569742961,1569743081,1569742754,1569742884
3378364530,1503079616,1896704361,1499967443,3379635788
1129832467,1129833034,1129832662,1129832879
1122495927,1122494900,1122495284,1122495653
1569742966,1569742698,1569742980,1569742941
2185076855,1126709144,3525589745,2185076858
1128849528,132089536,1128849647,1128849479
1128849529,1128849713,1128849454
1128153210,1128153426
1128849531,5299267385,1128849602,5299267395,1128849653
1403945084,1403945104,1403945032,1403945003
5296160893,1132219105,1132219130,5296160894
5296160894,1132219072,5296160893,1132219333
1128849535,598053050,1128849717,598053046
1569742976,1569742889,1569743131,1569743068
3491457205,3491462593,3749663427,3491447084,3491462606
5319925890,1402762915,5319925891,1402762901
2459870571,2460262339,3887240412
1569742980,1569743001,1569742966,1569742750
5319925893,5319925891
3441647750,3441647748,1130427963,1130427964
1128849543,1128849499,597673334,1128849486
1128849544,1128849736,1128849415,1128849623
1128849545,1128849417,1128849570,1990271795
1128849547,1128849520,1128849601,1128849714
1503068300,1503068396,1503068278,1503068263
1129832589,1129832464,1963198203,1129833006
1403945104,1403945059,5349475243,1403945084
1572495507,1572495310
2864865428,1132219024,1576577505,1132219306,2864865434
1129832597,1673169906,1129833076,1129832671
1128849559,1128849466,597673442,597673391
1129832600,1129832490,1129833203,1129832791
1569743001,1569742795,1569742980,1569743035
2864865434,1576577505,3186827322,2864865428
3051036829,3051036586
1503068318,1503068490,1130256923,1127283109
1499267231,1020794983,1022132548,1020795135
1503470960,2325186585,1503470963,3379652220
1128849570,1128849545,1128849711
1128849435,3938091816,4050854753,132085756
1572495525,1572495261
1128153254,1128153649,1128153178,1128153612,1128153477
5296263817,5296263835
1128849577,1128849488,1128849625,1128849477,1128849406
132079786,185477994,132079787,84514283
394600619,5109845986
1128849580,1128849713,1128849607,132086991
2864962037,1122495121,2901641201,1122496030,1122495265
1128153263,1128457056,1128457765,1128153614
1403945138,1403945185
3429098867,3898433354,1149651550,1130256966
1128153270,1128153585,1128153425,1128153727
1569743031,1569743092
4087980216,1151980824,4087980219,4087991919
1572495545,1499604835,1572495574,1390653035
1569743034,1569743064,1569743129,1569742944,1569742879
1569742879,1569742802,1569743034,1569742722,1569742934
1503068818,1503142816,1499876619,1503068853
1569743037,1569742884,1569743131,1569743132,1569742934
4313473214,5271317961,4313473213,1126708702
1129832639,1129833201,1129832901,1129833047
1128849600,1129832449,597673393,597673391
1128849601,1128849547,1128849415
1128849602,1128849417,1128849531
1128849603,2011439889,1128849507,1128849422
1128849604,1128849498,1128849611,1128849484
4313473221,4313473222
4313473222,5271317961,4313473221
1128849607,1128849490,1128849580,1128849422
1403945160,1403945096,1403945213,1403945173
4313473225,4313473223
4313473226,1126513834,1126514012,1126709594
1128849611,1128849604,1128849454,1128849630
1528551233,1528551228
1572495565,1572495354,1572495589,1572495654
394600654,5109819101
1403945169,1403945185,1403945173,1403945129
4313473235,5135044972,3712250884,5135054773
3647705827,3647705820,3647718845,3647705823
1128153301,1128153477
1572495574,1572495545
1128849623,1128849544,1128849450,1128849740
1569743064,1569743034,1569743132,1569742934,1569743166
1128849444,1128849488,1128849408,1128849625
1569743066,1569743176,1504556618,1569743035,1569773757
1128153307,1128153314,1128457195,1128457410
1569743068,1569742976,1569743176,1569743230
1128849630,1128849498,1128849611,1128849463
1128153311,1128153488,1128153729,1128153482,1128153727
211542240,598050369,1130427915,3431114764
1128849633,5299635777,598053028,598053029
1128153314,1128153307,1128456717,1128153614
1129832675,1673169876,1129832988,1129832374
211542244,598050369,211544395,211542246,597663735
1572495589,1572495413,1572495694,1572495565
211542246,211542252,394607788,211542244,262962460
1128153319,1128153736,1128153609,1128153426,1128153683
1569743081,1569742889,1569743131,1569742961
3936332489,598050368,3936332497,3936332490,3801189669
213688555,1126591530,1126591386,4313462221
1503469804,1503469809,1221964555,1576085397
1503079420,1503079417
1128849646,1128849736,1128849408,1128849404
1128849647,5396830288,1128849528,1501606949
1129832688,1129832865,1963198212,1129832481,1129832775
1499267313,1499267312,1128457121,1499267314,1128457006
1128849650,2011378192,1128849450
1569743092,1569742944,1569743129,1569743196,1569743031
1128849653,1128849531
5271544055,1407398483,3406792515,5271544046
5271544056,1122495600,211481312,5271544057
5271544057,5271544056,1407398401,1407398453
1499267323,3806625296,1499267352,1075271708
3189571626,3189571627,1673197428,3189571629
1499267326,1499267388,4417644447
1572495615,1572495752,1572495464,1572495630
1572495616,1572495462
2331688558,2331688549
1128849667,598053049,598053050,1128849717
1128849668,1128849488,1128849648,1128849408
1128849669,1128849738,132086996,1128849493
1129832710,1129832988,1129832653,1129832485
1504556417,1504556361,1504556427,1504556404,1504556475
1128153352,1128153746,1128153511,1128153750,1128153551
1128849673,1128849520
1128153354,1128153321,1128153546,1128153588
1128849675,598052984,598052985,598053042
1129832748,1129832521,1129832539,1129832425,1129833111
1128849677,598053034,1129833139,598052981,598053050
1572495630,1572495464,1572495631,1572495615
1572495631,1572495666,1572495630,1572495662
1128153360,1128153609,1128153467,1128153349,1128153439
1129833011,1129833168,1129832536,1129832877,1129833024
3051032821,3051032824,3051032818,3051032829
2807942945,2807942948,1503167893,2808298013
1324089622,1382974160,1910265787,1910265783,1382974095
1324089623,1323967352,1910265777,1382974325
1499267352,1499267361,1499267323,3806624937
1569743129,1569743250,1569743092,1569743034,1569743166
1128849690,132089536,1128849507,3948639358
1569743131,1569742976,1569743081,1569743037,1569743230
1569743132,1569743272,1569743344,1569743064,1569743037
3193786295,84515354,4313462221,3193786294
1128153374,1128153704,1128153577,1128153515
1499267361,1499267352,3806624937,1499267500
1128153378,1128153426,1128153478,1128153750
1503066843,1503067209,1503066874,1503066820,1503066821
1122495539,1122495762,1122495356,1122495190
597673350,597673353,597673348,597673381
1572495654,1572495670,1572495614,1572495565
3051036967,3051036840
1504563386,1504563388,1504563383
1503066874,1503066843,1503067267,1503066813
3897925930,1128153227,1128153725,3897925935
3897925931,211492745,3897925937,211495311
3491447084,3491457205
3897925933,3897925941
3897925934,3897925935
1128849711,1128849417,1128849570,2045962471
3897925936,3897925937
1128849713,1128849529,1128849580,2011439909,1128849422
1128849714,1128849738,1128849547,1128849493
3897925939,3897925940,3897925941,3897925935
3897925940,3897925937,3897925939,3897925942
1128849717,1128849667,1128849535,598053047
3897925942,3897925938,3897925940,3897925941
1130427785,211500483,1130427885,1130256902
1503068472,1503068497,1503068490,1503068495
1128153403,1128153671
1499267388,1499267326
1128849725,1129832651,5299635756,132086990,1129832487
1569743166,1569743064,1569743272,1569743314,1569743129
1122495601,1122495697,1122866370,1122496019,1122495222
1969144129,1969144072,3406776793,1129832427
1504556427,1504556433,1504556489,1504556378,1504556417
1022132548,1127310593,1499267231,1020795135
1129832775,1129832688,1129832888,1129832989
1569743176,1569743066,1569743068,1569743311
1129832777,1129833137,1129832546,1129832890
1128849738,1128849714,1128849420,1128849669
1129832779,1129832497,1129832962,1124355071
1128849740,1128849404,2011439901,1128849623
1122495202,1122865624,1122866474,1122496028,1122495069
1128153422,1128153546,1128153731,1128153588,1128153426
1128153423,1128153612,1128153477,1128153215
1128153424,1128153178,1128153467,1128153477,1128153349
1128153425,1128153700,1128153270,1128153551
1128153426,1128153210,1128153378,1128153422,1128153319
1128153427,185490740,1128153638,132083095
1128153428,1128153554,1128153404
1129832791,1129832600,1129832897,1129832859,1129832429
1504556294,1504556306,1504556279,1504556228,1504556367
3936332516,598049473,3936332515,3936332517,3887240398
1569743196,1569744168,1569743250,1569743092
3186827322,2864865434,3186827323,1132218877
1151033694,211543026,211542252,1130427846
1128153439,1128153360
1128153443,1128153577,1128153515,1128153548,1128153582
1128153445,1128153746,1128153180,1128153757,1128153551
3051032767,1122865834,3051032828,1122866223
132070123,1132219529,1132219291,3647718846
1128153448,1128153258,1128153644,1128153574
1403945020,1403945059,1403945038,1403944975
1128153450,1128153619,1128153588,1128153731
4052462311,3057896000,4052462312,3057895989,4052462310
598049496,1503450108,598049491,598049492
1572495726,1572495851
1129832509,1129832560,1129832949,1129832390
3650290033,3650290026
3650290034,3650290026,3650290035,3647705820
1569743219,1569743311
1128153462,1128153746,1128153467,1128153757
1129832823,1129833187,1129833028,1129832351
1503068536,1503068734,1503068614,1503068511
1128153465,1128153698,1128153700,1128153647
1128153467,1128153424,1128153360,1128153258,1128153462
1572495740,1572495562,1572495747,1572495666
3438791402,3438791399
1569743230,1569743131,1569743068,1569743299
1128153472,1128153649,1128153612,1128153638
1129832833,1129832897,1129833203
1572495747,1572495740,1572495789,1572495797
5302850358,5302850355
1128153477,1128153424,1128153301,1128153254,1128153423
1128153478,1128153378,1128153683,1128153746
1572495752,1572495803,1572495757,1572495615
1129832841,1129832921,1129832370,1129832481
1128153482,1128153704,1128153577,1128153725,1128153311
597673367,597673353,597673371,597673381,597673479
1572495757,1572495752,1572495694,1572495863
1152348757,1152349128,1152349048,1152349333
1128153488,1128153585,1128153725,1128153311
1128153489,1128153274,1128153619,1501480879
1569743250,1569743129,1569743314,1569743196
1403945363,5349482425,1403945604,5349482422
1504556441,1504556460,1504556428,1504556415
1129832859,1129832744,1129832461,1129832791
132071836,489404674,489404654,132071847
1128153503,1128153636
1129832865,1129832688,1962659293,1129832511
1128153508,1128153554,1128456931,2067123258
3051035377,2903926145,2903926141
1569743272,1569743435,1569743132,1569743501,1569743166
1323966889,1323967352
132096426,1152348953,211526597,1127283094
1128153515,1128153443,1128153693,1128153374
1499267500,1499267361,3806624142,4417644447
1572495789,1572495787,1572495747,1572495797
458379666,1499211496,1127282992,458379700
1402762653,3712250824,1402762668,1402762731,1402762516
1403945393,3380035267,1503079508,1403945469
1191425059,132051760,132051754,1191451335
1572495797,1572495562,1572495747,1572495789
1129832521,1129833176,1129832644,1129832748,1129832877
1129832888,1129833133,1129832942,1129832775
1129832890,1129833137,1129832518,1129832777,1129832431
1572495803,1572495752,1572495897,1572495787
1503420861,1503420867
3925246398,4885375664,3925246403,185494927,3937241339
1129832744,1129832416,1129832488,1128849483,1129832859
1128456640,1128457066,1075271795,1128457254,1128457443
1129832897,1129832488,1129832833,1129832523,1129832791
1503420866,1503413392
1503420867,1503413392,3851496777,1503420861
1134444996,1134446336,3478223424,1129832444,1134445029
3406766533,3406766523
1503068614,1503068776,1503068536,1503068509
5242362265,5242362272
1128153544,1128153554,1128153702,1128153647
1129832905,1129833168,1129832987,1129832527
1128153546,1128153738,1128153354,1128153422
1129832907,1962659282,1963198212,1129833006
1128153548,1128153729,1128153443,1128153513
1128153551,1128153352,1128153425,1128153445,1128153727
1975771601,1975771648,3427578642,211525870
1128153554,1128153544,1128153508,1128153428
1572495438,1572495392,1572495470,1572495302
1134445015,3647700776,1134445290,489404647
1129832920,1129832948,1129833118
3044041177,4367628727
1129832922,1129832450,1975771595,1673169869
1128456667,1128458306,1128457820,3431165365,1130256943
1129832924,1129833111,1129832502,1129832887
1128456669,394607787,1128457684,597663717,1128458191
1129832926,1129832552,1969144072,1129832496
1128456671,1128457689,1128456906,1128458195,3937196069
3057803744,1538389035,4051029565,3057803759
1128456674,1128457691
3051036202,3051035822
1988919780,1988919920,1988919929,597673642,132086996
3189580261,1122865650,3189579358
1128153574,1128153448,1128153649,1128153178,185490739
1128456680,1501606785,1128456710,1501606817
1128153577,1128153729,1128153482,1128153443,1128153374
1128456682,1128458010,1128457951,1128458012,1128457447
1572495851,1572495859,5204916093,1572495726
1128456685,1130256935,1128458356,1128458015
1128153582,1128153513,1128153443,1128153405
3057803759,3057803768,3057803744,4051029576
1403945456,1403945780,3380035267,1403945476
1128153585,1128153488,1128153698,1128153270
1572495859,1572495851,1572495670,1572495863
1128153588,1128153354,1128153450,1128153422,1128153274
1129832949,1129833115,1129832509,1129832487
1128153590,1128153349
1128153591,1128153680,1128153393,1128153636,1128153621
3057803768,3947315883,4051029581,3057803759
4050747897,4050310152,4050747907,4050707839
1129832746,132075272,1129832653,1129832942
1403945469,3380035264,1403945393,1503079574
1129832533,1129832960,1129832454,1129833191
1129832960,1129832553,1129833054,1129832533,1129833022
1503068674,1503068717
4050747907,4051087784,4050747897,420417195,3057895989
1499267588,1127310569,2822561002,1127283110
1700929622,1987662883
1128456710,1128456680,1501606789,2065385303
1128456712,1128457704,1128456747,1128458308,1035920645
1504556460,1504556441,1504556426,1504556476
1128456714,1128458049,1128457491,1130256940
1128153612,1128153472,1128153671,1128153254,1128153423
1128456717,1128457410,1128153314,1128457459,1128457309
1128153614,1128153314,1128457459,1128153263
1572495887,1390652994,1127310579,1127310516
1128456720,1128458259,4204894689,1128457951,1128457447
1499967576,1499967553,1503184674,1503184676
1128456722,617642714,597663748,1128457757,1128457445
1128153619,1128153489,1128153450,1128153405
1129832980,1129832520,1129832499,1963198203
211558933,1127310497,1127283231,1127310487,1499211391
211558934,1127310432,1127310496,244882042,1127310448
1572495897,1572495803,1572495926,1572495863
1129832986,1129833137,1129832546,1129833099,1129832375
1129832987,1129832905,1129832514,1128849500
1129832988,1129832675,1129832421,1129832710
1499267613,1499267614
1499267614,3806624138,1499267613,1499267630
4087981303,4087981304,1895586421,185502190
1403945504,3380035264,1403945476,3380035270
1569743393,1569773766
1129832994,1129833089,1128849500,132071847
1129832539,1129833176,1129832490,1129832748
1128153636,1128153321,1128153591,1128153251,1128153503
1128153638,1128153472,1128153427,1128153671
3184418908,1132218849,1576577485,3184418909
1128456746,1128457824,1128457231,1128457948,1128456983
1128456747,1128457736,1128456712,617812051,1128456884
2313516565,2313516570
1403945517,617634105,1403945604,3378423985
3797213742,3797224571
3051127343,3051127344
3051127344,1504556612,1504556430,3051127343
1128153649,1128153472,1128153574,1128153254
1151814568,5299267384,1151094586,1990271812
1128456755,1128456877,1128458134,1128457119
1128456757,1128456635,1128457044,185490733
1572495926,1572495897
1324034825,1324035661
1504556468,1504556416,1569773756,1504556525,1504556454
1128456762,1128456832,1128457898,1128458138
3057803835,5205020822,3057803829,3057803846
1122495242,1122865537,1122866329,1122866501,1122495189
1128456766,3428938100,3428983700,1128457820,132092265
1129833024,1129833011,1129832508,1129832527
3930391105,1129832422
1502257730,1502257729,1502252788,1502260549
1129833028,1129832699,1129833187,1129832823
1569743430,1569773769,1569743908,1569773774
1128153671,1128153403,1128153612,1128153638
1128153672,1128153621
3930391113,3930391110
1128153674,1128153696,1128153512,1128153750
1569743435,1569743272,1569743314,1569743685
1128456780,1128457704,1128457760,1128458002,1128458308
1128153677,1128457410,1128457244,1128458317
1128456782,211563504,1128456880,1128458257
1128153680,1128153321,1128153274,1128153591
5299705272,5275174992,5299705297,5299705306
1128153683,1128153609,1128153478,1128153319
1128456788,1128457899,1128457556,1128457839
1503068757,1503068780,1503068495
1129833046,1673169888,1673169884
1129833047,1129832824,1129832639,1129832407
3057803864,3054250928,3947315884,3057803846
1129833049,1129832648,1129832433,1129832515
1129833050,1129832393,1129832938,1129833191
1503068495,1503068472,1503068490,1503068757
1128153693,132083922,1128153515,1501480879
1129833054,1129832960,1129832519,1129832404,1129832871
1128153696,1128153674,1128153731,1128153405
1122495248,1122495284,1122494900,1122495670,1122495223
1128153698,1128153465,1128153404,1128153585
1504556277,3051122384,1343707282,3054251949,4087968543
1128153700,1128153465,1128153180,1128153425
1403945062,1403945032,1403945096,1403945003
1128153702,1128153544,1128456635,185490733,1128456870
2045928039,2045928040,213676516
1128153704,1501726945,1128153482,1128153374
1576498620,1499967449,1576498619,1576498625
1129833066,1129832553,1129832738,1129832540,1129833022
1503068780,1503142816,1127283297,1503068757
1129833070,1129832482,1129833116,1129832970,1129832493
1128456815,1128457337,1128458012,1128458134,1128457119
1988919920,3938139111,1988919780,1988919999
1129832552,1129833136,1129832926,1129833030
1128457499,1128457834,598050363,1128456916,1128456637
1503068787,1503068795
1128456820,1501606944,1501606864,1128458322,1128458315
3647718846,3647718848,1132218515,132070123
1128456823,1128457889,1501606746
1988919929,1988919780,132086997,1988919999
185497184,479475417,1129951101,185497182
1128153725,1128153488,1128153482,3897925930
132084317,4050854735,1501480923,4050707839
1128153727,1128153551,1128153511,1128153270,1128153311
1128456832,1128456880,1128456762,3936361543
1129833089,1129833168,1129832536,1129832994,1129832611
1128153731,1128153696,1128153450,1128153422
1403945604,1403945363,3378424100,1403945517
1503068806,1499876619,1503068795,1503068717
1130427841,1130427954,1111116803,211500485
1128153736,1128153319
1122494901,1122865482,1122494979,1122866371
1128153738,1128153321,1128153546,1128153251
1129833099,1129832986,1129832651,1129833115,1129832487
3044041356,4367628721,4367628708,617575309
1569743501,1569743344,1569743272,1569743563,1569743685
1129833102,1129832377,1129832541,1129832433
1382974095,1382974121,1324089622,1910265777
1382974096,1323262051,1382974222
212855576,84515338,132077390,212855575
1128153746,1128153352,1128153478,1128153462,1128153445
3647718851,3647718848
1128456852,1128457937,1128457443,1128458415
1128153750,1128153352,1128153674,1128153378
1129833111,1129832512,1129832924,1129832748,1129832405
1128456856,1128457395,3937196069,1128458195
1129833113,1129832536,1129832644,1129832908,1129832877
1129833115,1129832546,1129833099,1129832949
1129833116,1129832368,1129832948,1129833070,1129832887
1128153757,1128153258,1128153644,1128153445,1128153462
1129833118,1129832920,1129832490,1129832555,1923965748
1128456863,1130256920,1128457292,1035920645,1128456983
3051127456,3051127490
1382974113,1382974177,1382974195,1382974093
2313516486,2313516472,1126513882,1126591588,4357555390
1128456870,1128458106,1128456779,1128153702
3947315879,3947315883,4052462309,3057896007
1129832479,1129833201,1129832733,1129832894
1382974121,1382974160,1382974146,1382974095
1128456874,1128456752,1128457181,617809855
5299705287,5275175849,1132219226,3948101383
3947315884,3057803824,3057803864,3947315885
1128456877,1128457496,1128456755,1501606766,1128457302
3647700776,3650290026,3647700772,1134445015
1129833136,1129832552
1129833137,1129832777,1129832986,1129832890,1129833175
1129833139,1128849677,1129832613
1990271668,5396830288,3946541458,5396830283
598049461,1503450242,598049501,598049471
598049462,598049464,598049473,1503450242,598049502
1504556489,1504556497,1504556522,1504556475,1504556427
598049464,598049465,598049484,598049462
598049465,598049464,598049473,3887240398,3851939501,598050390
1129833146,84515338,1129832475,1129832663
4391453371,1126514012
598049468,598049467,211563526,211525111
4391453373,4391453374
4391453374,1126514012,2045139501,4391453373
4391453375,1126513784,597663770,4391453379,1126513902
598049472,598049473,1503450242,598049471
598049473,598049472,598049465,3936332516,598049462
3051127490,3051127456,617634059,3051122646
1504556491,1504556476,1504556445,1504556501
5296263835,5296263817
1503068278,1503068145,1503068300,1503068182
1122495265,2864962037,213694431
1128456904,1128456835
598049481,598049480,3887240412,1503454991
1128456906,1128458362,1128457227,1128457549,1128456671
1569743563,1569743501
598049484,598049464,598049485,211525111
598049485,598049484,1130256900,211563525
1122494902,1122495116,1122495156,1122495996
1382974160,1382974121,1324089622,1382974255
1128456913,1128457001,1075271794,489404438
3775226578,3775226579,213679364,213679367
3775226579,3775226578,2313636859,1148013404
598049492,598049496,3797208247
3379643093,4889649953,3379629685,3379629687
598052985,598052986,1128849675,598053060
3379643096,3044041826,5138020259,4889649950,4761654055
597673458,132071857,597673438,597673457
1128456922,1128457292,1128457948,1128456750,1128456983
598049499,598049498,598049502,211525111
598049501,598049498,598049461,598049502
598049502,598049499,598049501,598049462
1128456927,1128457059,1128457001,1128457307,1128457236
1382974177,1382974113,1382974146,1382974255
598052987,598053000,598052986,598052988,598053098
1129833188,1129832372,1129832733,1129832525,1129833095
1382974181,1382974104,1382974093,1382974407
1129833190,1129833009,1129832989,1129832671
4313462225,4313462226,4313462222,4313462223
3441647740,211500489,1130427822,3441647743
1134445290,489404690,489404643,1134445015
1382974188,1382974195
5299705298,5299705297,1122494750
1129833201,1129832538,1129832479,1129832639
598049522,3457061794,3465993973,3465999743
598049523,598050367,1673181116,1503454991
598049524,618017240,617575277,3887240398,3044058013
4087980219,4087980216
1128153513,1128153512,1128153548,1128153582
1990271736,1990271812
1403945721,3932434388,3380035269,1403945943
1128153215,1128153423
1324034540,1324035778,1324035347,1324034706,1324035597
1382974206,1382974222,1323928765,1323928870
1504556501,1504556464,1504556521,1504556491,1504556507
1572495488,1572495008
1134445317,1913767097,1913767109
1382974214,1324034874,1382974307,1382974429
5271342972,4312819449,5271342973,5271342974
1963623179,3426420456,1963622050,3426420418
1134444710,1132218557,1126591606,1126591573
5296160898,1132219647,1132218836,1132218447
1382974222,1382974096,1382974206
1403945744,3380035273,3380035274
2011439889,1128849603,2011439901
1128456978,1128457132,3947469106,1128457548,1128457142
5319925891,5319929714,5319925890,5319925893
1382974228,1324034874,1382974291,1382974358
1128456983,1128456746,1128456922,1128456863
3441647748,3441647769,1130427957,3441647750
1969144603,1969144339
3450323740,3450323739
